Seq_ID                                         	HCA    	Disord 	Aggreg 
NC_000913.3_-_1696123-1696203_1_nc_intergenic  	6.420  	nan    	nan    	
NC_000913.3_+_1696186-1696260_0_nc_intergenic  	-2.710 	nan    	nan    	
NC_000913.3_+_1696261-1696326_0_nc_intergenic  	-4.480 	nan    	nan    	
NC_000913.3_-_1696204-1696461_1_nc_intergenic  	5.730  	nan    	nan    	
NC_000913.3_+_1696327-1696476_0_nc_intergenic  	-3.690 	nan    	nan    	
NC_000913.3_+_1697083-1697181_0_nc_intergenic  	1.470  	nan    	nan    	
NC_000913.3_-_1697110-1697199_1_nc_intergenic  	0.720  	nan    	nan    	
NC_000913.3_+_1697188-1697268_0_nc_intergenic  	0.500  	nan    	nan    	
NC_000913.3_-_1698019-1698123_1_nc_intergenic  	0.790  	nan    	nan    	
NC_000913.3_+_1698037-1698168_0_nc_intergenic  	-2.370 	nan    	nan    	
NC_000913.3_-_1700896-1700985_1_nc_intergenic  	-0.660 	nan    	nan    	
NC_000913.3_+_1700914-1701024_0_nc_intergenic  	0.190  	nan    	nan    	
NC_000913.3_+_1702108-1702236_0_nc_intergenic  	-3.600 	nan    	nan    	
NC_000913.3_-_1703185-1703316_1_nc_intergenic  	-0.120 	nan    	nan    	
NC_000913.3_+_1703023-1703403_0_nc_intergenic  	-1.520 	nan    	nan    	
NC_000913.3_+_1704271-1704333_0_nc_intergenic  	0.600  	nan    	nan    	
NC_000913.3_+_1704412-1704501_0_nc_intergenic  	4.210  	nan    	nan    	
NC_000913.3_-_1704403-1704504_1_nc_intergenic  	4.640  	nan    	nan    	
NC_000913.3_+_1704502-1704567_0_nc_intergenic  	0.290  	nan    	nan    	
NC_000913.3_+_1704649-1704777_0_nc_intergenic  	0.120  	nan    	nan    	
NC_000913.3_-_1704637-1704780_1_nc_intergenic  	2.850  	nan    	nan    	
NC_000913.3_-_1704781-1704852_1_nc_intergenic  	-1.570 	nan    	nan    	
NC_000913.3_+_1706863-1706994_0_nc_intergenic  	-3.230 	nan    	nan    	
NC_000913.3_-_1711405-1711575_1_nc_intergenic  	1.790  	nan    	nan    	
NC_000913.3_-_1712074-1712199_1_nc_intergenic  	1.370  	nan    	nan    	
NC_000913.3_+_1712152-1712226_0_nc_intergenic  	0.620  	nan    	nan    	
NC_000913.3_+_1712236-1712334_0_nc_intergenic  	1.470  	nan    	nan    	
NC_000913.3_+_1712386-1712505_0_nc_intergenic  	2.950  	nan    	nan    	
NC_000913.3_+_1712533-1712595_0_nc_intergenic  	1.700  	nan    	nan    	
NC_000913.3_-_1712563-1712664_1_nc_intergenic  	0.610  	nan    	nan    	
NC_000913.3_+_1712662-1712742_0_nc_intergenic  	-3.310 	nan    	nan    	
NC_000913.3_-_1712665-1712802_1_nc_intergenic  	1.160  	nan    	nan    	
NC_000913.3_-_1714177-1714422_1_nc_intergenic  	0.320  	nan    	nan    	
NC_000913.3_-_1714918-1715025_1_nc_intergenic  	-0.570 	nan    	nan    	
NC_000913.3_-_1717222-1717326_1_nc_intergenic  	4.240  	nan    	nan    	
NC_000913.3_-_1718026-1718097_1_nc_intergenic  	1.000  	nan    	nan    	
NC_000913.3_+_1717945-1718205_0_nc_intergenic  	5.440  	nan    	nan    	
NC_000913.3_+_1718392-1718454_0_nc_intergenic  	-5.150 	nan    	nan    	
NC_000913.3_-_1718437-1718499_1_nc_intergenic  	2.600  	nan    	nan    	
NC_000913.3_-_1719616-1719702_1_nc_intergenic  	-2.390 	nan    	nan    	
NC_000913.3_+_1719745-1719879_0_nc_intergenic  	3.250  	nan    	nan    	
NC_000913.3_-_1719805-1719879_1_nc_intergenic  	-0.330 	nan    	nan    	
NC_000913.3_-_1720849-1720968_1_nc_intergenic  	3.510  	nan    	nan    	
NC_000913.3_+_1720813-1720986_0_nc_intergenic  	8.050  	nan    	nan    	
NC_000913.3_-_1720969-1721031_1_nc_intergenic  	4.450  	nan    	nan    	
NC_000913.3_-_1721128-1721343_1_nc_intergenic  	-6.210 	nan    	nan    	
NC_000913.3_+_1724548-1724712_0_nc_intergenic  	-0.260 	nan    	nan    	
NC_000913.3_+_1724713-1724787_0_nc_intergenic  	-0.210 	nan    	nan    	
NC_000913.3_-_1725517-1725723_1_nc_intergenic  	0.810  	nan    	nan    	
NC_000913.3_-_1725931-1726005_1_nc_intergenic  	-2.670 	nan    	nan    	
NC_000913.3_+_1726594-1726689_0_nc_intergenic  	1.900  	nan    	nan    	
NC_000913.3_-_1727686-1727847_1_nc_intergenic  	0.250  	nan    	nan    	
NC_000913.3_-_1728241-1728324_1_nc_intergenic  	-0.590 	nan    	nan    	
NC_000913.3_+_1728262-1728357_0_nc_intergenic  	-6.260 	nan    	nan    	
NC_000913.3_+_1728934-1729023_0_nc_intergenic  	-3.310 	nan    	nan    	
NC_000913.3_+_1733716-1733829_0_nc_intergenic  	2.080  	nan    	nan    	
NC_000913.3_-_1734061-1734123_1_nc_intergenic  	-10.000	nan    	nan    	
NC_000913.3_-_1734124-1734198_1_nc_intergenic  	2.080  	nan    	nan    	
NC_000913.3_+_1734175-1734273_0_nc_intergenic  	5.750  	nan    	nan    	
NC_000913.3_+_1734274-1734348_0_nc_intergenic  	0.460  	nan    	nan    	
NC_000913.3_-_1734280-1734360_1_nc_intergenic  	-1.080 	nan    	nan    	
NC_000913.3_+_1734349-1734447_0_nc_intergenic  	0.220  	nan    	nan    	
NC_000913.3_+_1735231-1735335_0_nc_intergenic  	2.030  	nan    	nan    	
NC_000913.3_-_1735312-1735380_1_nc_intergenic  	3.950  	nan    	nan    	
NC_000913.3_+_1736038-1736124_0_nc_intergenic  	-4.500 	nan    	nan    	
NC_000913.3_-_1737316-1737528_1_nc_intergenic  	1.630  	nan    	nan    	
NC_000913.3_-_1737595-1737663_1_nc_intergenic  	2.320  	nan    	nan    	
NC_000913.3_+_1737583-1737714_0_nc_intergenic  	0.790  	nan    	nan    	
NC_000913.3_-_1737688-1737897_1_nc_intergenic  	-1.280 	nan    	nan    	
NC_000913.3_-_1739866-1739931_1_nc_intergenic  	-0.760 	nan    	nan    	
NC_000913.3_+_1741222-1741320_0_nc_intergenic  	5.060  	nan    	nan    	
NC_000913.3_-_1741315-1741410_1_nc_intergenic  	1.900  	nan    	nan    	
NC_000913.3_+_1742467-1742622_0_nc_intergenic  	-0.080 	nan    	nan    	
NC_000913.3_-_1743196-1743348_1_nc_intergenic  	1.260  	nan    	nan    	
NC_000913.3_+_1743316-1743423_0_nc_intergenic  	3.830  	nan    	nan    	
NC_000913.3_-_1743349-1743435_1_nc_intergenic  	2.540  	nan    	nan    	
NC_000913.3_-_1744798-1744920_1_nc_intergenic  	-4.650 	nan    	nan    	
NC_000913.3_-_1746103-1746180_1_nc_intergenic  	-4.600 	nan    	nan    	
NC_000913.3_+_1746211-1746273_0_nc_intergenic  	-0.400 	nan    	nan    	
NC_000913.3_+_1746286-1746405_0_nc_intergenic  	-1.560 	nan    	nan    	
NC_000913.3_-_1746232-1746420_1_nc_intergenic  	3.130  	nan    	nan    	
NC_000913.3_-_1746535-1746711_1_nc_intergenic  	-4.330 	nan    	nan    	
NC_000913.3_-_1747012-1747083_1_nc_intergenic  	8.700  	nan    	nan    	
NC_000913.3_+_1748695-1748778_0_nc_intergenic  	-3.590 	nan    	nan    	
NC_000913.3_-_1748647-1748913_1_nc_intergenic  	-1.640 	nan    	nan    	
NC_000913.3_+_1750288-1750416_0_nc_intergenic  	-1.710 	nan    	nan    	
NC_000913.3_-_1754464-1754529_1_nc_intergenic  	1.140  	nan    	nan    	
NC_000913.3_-_1754752-1754817_1_nc_intergenic  	8.480  	nan    	nan    	
NC_000913.3_+_1754845-1754907_0_nc_intergenic  	0.650  	nan    	nan    	
NC_000913.3_+_1755022-1755225_0_nc_intergenic  	2.130  	nan    	nan    	
NC_000913.3_-_1755298-1755387_1_nc_intergenic  	2.030  	nan    	nan    	
NC_000913.3_-_1755388-1755531_1_nc_intergenic  	2.890  	nan    	nan    	
NC_000913.3_+_1755475-1755690_0_nc_intergenic  	-3.960 	nan    	nan    	
NC_000913.3_-_1755583-1755804_1_nc_intergenic  	2.480  	nan    	nan    	
NC_000913.3_-_1757098-1757163_1_nc_intergenic  	-5.380 	nan    	nan    	
NC_000913.3_-_1757278-1757349_1_nc_intergenic  	-1.610 	nan    	nan    	
NC_000913.3_+_1757239-1757358_0_nc_intergenic  	4.920  	nan    	nan    	
NC_000913.3_-_1757641-1757757_1_nc_intergenic  	0.760  	nan    	nan    	
NC_000913.3_+_1757566-1757874_0_nc_intergenic  	0.100  	nan    	nan    	
NC_000913.3_+_1758652-1758828_0_nc_intergenic  	-1.340 	nan    	nan    	
NC_000913.3_-_1758679-1758873_1_nc_intergenic  	6.770  	nan    	nan    	
NC_000913.3_+_1758829-1758933_0_nc_intergenic  	-0.210 	nan    	nan    	
NC_000913.3_+_1763926-1764072_0_nc_intergenic  	-2.380 	nan    	nan    	
NC_000913.3_-_1764391-1764471_1_nc_intergenic  	2.540  	nan    	nan    	
NC_000913.3_-_1764577-1764663_1_nc_intergenic  	7.960  	nan    	nan    	
NC_000913.3_+_1764640-1764762_0_nc_intergenic  	-2.680 	nan    	nan    	
NC_000913.3_+_1764895-1764978_0_nc_intergenic  	-1.410 	nan    	nan    	
NC_000913.3_+_1765081-1765248_0_nc_intergenic  	2.050  	nan    	nan    	
NC_000913.3_+_1765420-1765758_0_nc_intergenic  	0.960  	nan    	nan    	
NC_000913.3_+_1768651-1768713_0_nc_intergenic  	4.500  	nan    	nan    	
NC_000913.3_-_1768636-1768779_1_nc_intergenic  	-6.720 	nan    	nan    	
NC_000913.3_-_1768780-1768977_1_nc_intergenic  	-0.110 	nan    	nan    	
NC_000913.3_+_1768885-1769064_0_nc_intergenic  	1.220  	nan    	nan    	
NC_000913.3_-_1768978-1769130_1_nc_intergenic  	1.220  	nan    	nan    	
NC_000913.3_-_1770073-1770276_1_nc_intergenic  	-0.450 	nan    	nan    	
NC_000913.3_+_1770232-1770336_0_nc_intergenic  	0.820  	nan    	nan    	
NC_000913.3_+_1770445-1770522_0_nc_intergenic  	-2.320 	nan    	nan    	
NC_000913.3_-_1770376-1770573_1_nc_intergenic  	2.320  	nan    	nan    	
NC_000913.3_+_1770523-1770618_0_nc_intergenic  	8.130  	nan    	nan    	
NC_000913.3_-_1770592-1770660_1_nc_intergenic  	0.640  	nan    	nan    	
NC_000913.3_+_1770931-1771047_0_nc_intergenic  	1.210  	nan    	nan    	
NC_000913.3_-_1770901-1771068_1_nc_intergenic  	-0.530 	nan    	nan    	
NC_000913.3_+_1772260-1772325_0_nc_intergenic  	0.190  	nan    	nan    	
NC_000913.3_-_1772341-1772427_1_nc_intergenic  	8.750  	nan    	nan    	
NC_000913.3_+_1772326-1772442_0_nc_intergenic  	-2.340 	nan    	nan    	
NC_000913.3_-_1772446-1772619_1_nc_intergenic  	0.950  	nan    	nan    	
NC_000913.3_-_1774636-1774713_1_nc_intergenic  	-1.480 	nan    	nan    	
NC_000913.3_-_1777132-1777293_1_nc_intergenic  	-0.150 	nan    	nan    	
NC_000913.3_+_1778269-1778457_0_nc_intergenic  	3.230  	nan    	nan    	
NC_000913.3_-_1779163-1779369_1_nc_intergenic  	2.820  	nan    	nan    	
NC_000913.3_+_1779304-1779387_0_nc_intergenic  	0.070  	nan    	nan    	
NC_000913.3_-_1779472-1779552_1_nc_intergenic  	3.460  	nan    	nan    	
NC_000913.3_+_1779388-1779639_0_nc_intergenic  	1.250  	nan    	nan    	
NC_000913.3_-_1782913-1783077_1_nc_intergenic  	-0.300 	nan    	nan    	
NC_000913.3_+_1784674-1784760_0_nc_intergenic  	1.040  	nan    	nan    	
NC_000913.3_+_1787134-1787301_0_nc_intergenic  	3.760  	nan    	nan    	
NC_000913.3_-_1787227-1787352_1_nc_intergenic  	3.200  	nan    	nan    	
NC_000913.3_+_1787320-1787400_0_nc_intergenic  	5.730  	nan    	nan    	
NC_000913.3_+_1787416-1787499_0_nc_intergenic  	3.440  	nan    	nan    	
NC_000913.3_-_1788385-1788537_1_nc_intergenic  	2.880  	nan    	nan    	
NC_000913.3_-_1789402-1789533_1_nc_intergenic  	-5.930 	nan    	nan    	
NC_000913.3_+_1789468-1789629_0_nc_intergenic  	4.580  	nan    	nan    	
NC_000913.3_-_1791241-1791306_1_nc_intergenic  	3.810  	nan    	nan    	
NC_000913.3_+_1791934-1792080_0_nc_intergenic  	2.960  	nan    	nan    	
NC_000913.3_-_1792060-1792122_1_nc_intergenic  	-0.400 	nan    	nan    	
NC_000913.3_-_1792183-1792266_1_nc_intergenic  	3.000  	nan    	nan    	
NC_000913.3_+_1792081-1792320_0_nc_intergenic  	4.480  	nan    	nan    	
NC_000913.3_+_1794019-1794150_0_nc_intergenic  	2.230  	nan    	nan    	
NC_000913.3_+_1795108-1795185_0_nc_intergenic  	3.240  	nan    	nan    	
NC_000913.3_-_1795174-1795242_1_nc_intergenic  	2.360  	nan    	nan    	
NC_000913.3_-_1795420-1795683_1_nc_intergenic  	1.860  	nan    	nan    	
NC_000913.3_+_1798900-1798968_0_nc_intergenic  	2.360  	nan    	nan    	
NC_000913.3_+_1798969-1799118_0_nc_intergenic  	6.240  	nan    	nan    	
NC_000913.3_-_1799056-1799178_1_nc_intergenic  	-1.270 	nan    	nan    	
NC_000913.3_+_1799122-1799241_0_nc_intergenic  	-0.080 	nan    	nan    	
NC_000913.3_-_1799233-1799295_1_nc_intergenic  	-1.450 	nan    	nan    	
NC_000913.3_+_1799242-1799313_0_nc_intergenic  	0.090  	nan    	nan    	
NC_000913.3_-_1799296-1799370_1_nc_intergenic  	7.040  	nan    	nan    	
NC_000913.3_+_1799314-1799433_0_nc_intergenic  	-2.590 	nan    	nan    	
NC_000913.3_-_1799371-1799436_1_nc_intergenic  	-7.290 	nan    	nan    	
NC_000913.3_+_1799728-1799874_0_nc_intergenic  	0.920  	nan    	nan    	
NC_000913.3_-_1800001-1800108_1_nc_intergenic  	-0.030 	nan    	nan    	
NC_000913.3_+_1802533-1802595_0_nc_intergenic  	4.450  	nan    	nan    	
NC_000913.3_-_1802572-1802670_1_nc_intergenic  	6.970  	nan    	nan    	
NC_000913.3_+_1802638-1802712_0_nc_intergenic  	-2.750 	nan    	nan    	
NC_000913.3_-_1802671-1802829_1_nc_intergenic  	3.420  	nan    	nan    	
NC_000913.3_+_1802752-1802844_0_nc_intergenic  	-0.270 	nan    	nan    	
NC_000913.3_-_1802830-1802949_1_nc_intergenic  	1.900  	nan    	nan    	
NC_000913.3_-_1803046-1803174_1_nc_intergenic  	4.790  	nan    	nan    	
NC_000913.3_+_1804975-1805088_0_nc_intergenic  	-0.080 	nan    	nan    	
NC_000913.3_-_1805002-1805121_1_nc_intergenic  	0.360  	nan    	nan    	
NC_000913.3_+_1805107-1805175_0_nc_intergenic  	4.090  	nan    	nan    	
NC_000913.3_+_1805188-1805322_0_nc_intergenic  	-4.730 	nan    	nan    	
NC_000913.3_-_1806004-1806144_1_nc_intergenic  	3.480  	nan    	nan    	
NC_000913.3_-_1806145-1806216_1_nc_intergenic  	0.910  	nan    	nan    	
NC_000913.3_+_1807300-1807449_0_nc_intergenic  	-1.630 	nan    	nan    	
NC_000913.3_+_1807678-1807839_0_nc_intergenic  	2.470  	nan    	nan    	
NC_000913.3_-_1807726-1807902_1_nc_intergenic  	1.760  	nan    	nan    	
NC_000913.3_-_1808623-1808814_1_nc_intergenic  	1.570  	nan    	nan    	
NC_000913.3_+_1809247-1809327_0_nc_intergenic  	5.650  	nan    	nan    	
NC_000913.3_+_1809976-1810107_0_nc_intergenic  	-5.950 	nan    	nan    	
NC_000913.3_-_1810084-1810173_1_nc_intergenic  	2.030  	nan    	nan    	
NC_000913.3_+_1810108-1810299_0_nc_intergenic  	2.630  	nan    	nan    	
NC_000913.3_+_1810795-1810872_0_nc_intergenic  	-2.200 	nan    	nan    	
NC_000913.3_-_1810858-1810992_1_nc_intergenic  	1.890  	nan    	nan    	
NC_000913.3_+_1812295-1812357_0_nc_intergenic  	0.600  	nan    	nan    	
NC_000913.3_+_1813180-1813248_0_nc_intergenic  	-0.320 	nan    	nan    	
NC_000913.3_+_1813351-1813488_0_nc_intergenic  	0.840  	nan    	nan    	
NC_000913.3_-_1813750-1813863_1_nc_intergenic  	-0.650 	nan    	nan    	
NC_000913.3_+_1816267-1816341_0_nc_intergenic  	-0.330 	nan    	nan    	
NC_000913.3_+_1818457-1818528_0_nc_intergenic  	3.480  	nan    	nan    	
NC_000913.3_-_1818424-1818621_1_nc_intergenic  	3.400  	nan    	nan    	
NC_000913.3_+_1821217-1821279_0_nc_intergenic  	1.600  	nan    	nan    	
NC_000913.3_+_1821673-1821759_0_nc_intergenic  	1.750  	nan    	nan    	
NC_000913.3_+_1821760-1821831_0_nc_intergenic  	5.130  	nan    	nan    	
NC_000913.3_-_1821640-1821852_1_nc_intergenic  	1.940  	nan    	nan    	
NC_000913.3_-_1821853-1821936_1_nc_intergenic  	-2.850 	nan    	nan    	
NC_000913.3_+_1821832-1821963_0_nc_intergenic  	4.090  	nan    	nan    	
NC_000913.3_+_1822189-1822290_0_nc_intergenic  	-1.270 	nan    	nan    	
NC_000913.3_-_1822183-1822314_1_nc_intergenic  	-0.930 	nan    	nan    	
NC_000913.3_-_1822315-1822377_1_nc_intergenic  	-3.200 	nan    	nan    	
NC_000913.3_-_1822378-1822506_1_nc_intergenic  	-4.520 	nan    	nan    	
NC_000913.3_+_1823227-1823346_0_nc_intergenic  	-1.540 	nan    	nan    	
NC_000913.3_-_1824283-1824522_1_nc_intergenic  	0.570  	nan    	nan    	
NC_000913.3_-_1824904-1824972_1_nc_intergenic  	1.410  	nan    	nan    	
NC_000913.3_+_1824715-1825050_0_nc_intergenic  	-2.500 	nan    	nan    	
NC_000913.3_-_1824991-1825086_1_nc_intergenic  	1.350  	nan    	nan    	
NC_000913.3_+_1825051-1825122_0_nc_intergenic  	-4.090 	nan    	nan    	
NC_000913.3_-_1825654-1825719_1_nc_intergenic  	1.140  	nan    	nan    	
NC_000913.3_+_1825735-1825803_0_nc_intergenic  	-5.550 	nan    	nan    	
NC_000913.3_-_1825720-1825848_1_nc_intergenic  	5.670  	nan    	nan    	
NC_000913.3_+_1826881-1826952_0_nc_intergenic  	-7.520 	nan    	nan    	
NC_000913.3_+_1828213-1828296_0_nc_intergenic  	-10.000	nan    	nan    	
NC_000913.3_-_1828186-1828311_1_nc_intergenic  	-1.490 	nan    	nan    	
NC_000913.3_-_1832008-1832112_1_nc_intergenic  	3.680  	nan    	nan    	
NC_000913.3_+_1832146-1832220_0_nc_intergenic  	-1.920 	nan    	nan    	
NC_000913.3_-_1832113-1832241_1_nc_intergenic  	4.710  	nan    	nan    	
NC_000913.3_-_1832242-1832343_1_nc_intergenic  	-0.030 	nan    	nan    	
NC_000913.3_+_1832242-1832415_0_nc_intergenic  	-1.860 	nan    	nan    	
NC_000913.3_-_1833253-1833348_1_nc_intergenic  	-2.520 	nan    	nan    	
NC_000913.3_+_1833235-1833360_0_nc_intergenic  	1.800  	nan    	nan    	
NC_000913.3_-_1833349-1833453_1_nc_intergenic  	0.290  	nan    	nan    	
NC_000913.3_-_1834777-1834839_1_nc_intergenic  	7.350  	nan    	nan    	
NC_000913.3_+_1834606-1834911_0_nc_intergenic  	-0.750 	nan    	nan    	
NC_000913.3_-_1835992-1836102_1_nc_intergenic  	0.890  	nan    	nan    	
NC_000913.3_+_1839349-1839540_0_nc_intergenic  	3.940  	nan    	nan    	
NC_000913.3_-_1841413-1841487_1_nc_intergenic  	1.380  	nan    	nan    	
NC_000913.3_+_1842109-1842198_0_nc_intergenic  	0.690  	nan    	nan    	
NC_000913.3_+_1842244-1842321_0_nc_intergenic  	7.120  	nan    	nan    	
NC_000913.3_-_1842220-1842375_1_nc_intergenic  	4.040  	nan    	nan    	
NC_000913.3_+_1844908-1845156_0_nc_intergenic  	4.240  	nan    	nan    	
NC_000913.3_-_1847950-1848135_1_nc_intergenic  	2.460  	nan    	nan    	
NC_000913.3_+_1848070-1848165_0_nc_intergenic  	0.060  	nan    	nan    	
NC_000913.3_-_1848733-1848819_1_nc_intergenic  	-1.640 	nan    	nan    	
NC_000913.3_+_1848697-1848894_0_nc_intergenic  	2.550  	nan    	nan    	
NC_000913.3_-_1850638-1850736_1_nc_intergenic  	-2.720 	nan    	nan    	
NC_000913.3_-_1850737-1850814_1_nc_intergenic  	-5.320 	nan    	nan    	
NC_000913.3_-_1851775-1852035_1_nc_intergenic  	0.690  	nan    	nan    	
NC_000913.3_+_1854001-1854174_0_nc_intergenic  	3.600  	nan    	nan    	
NC_000913.3_+_1854889-1855047_0_nc_intergenic  	5.670  	nan    	nan    	
NC_000913.3_+_1860034-1860390_0_nc_intergenic  	-2.640 	nan    	nan    	
NC_000913.3_-_1861360-1861437_1_nc_intergenic  	6.240  	nan    	nan    	
NC_000913.3_-_1861480-1861572_1_nc_intergenic  	-4.870 	nan    	nan    	
NC_000913.3_+_1861408-1861614_0_nc_intergenic  	0.880  	nan    	nan    	
NC_000913.3_-_1861573-1861701_1_nc_intergenic  	-0.290 	nan    	nan    	
NC_000913.3_+_1861615-1861731_0_nc_intergenic  	-1.320 	nan    	nan    	
NC_000913.3_+_1862374-1862472_0_nc_intergenic  	3.910  	nan    	nan    	
NC_000913.3_+_1862479-1862586_0_nc_intergenic  	4.970  	nan    	nan    	
NC_000913.3_-_1862542-1862613_1_nc_intergenic  	2.700  	nan    	nan    	
NC_000913.3_-_1862656-1862832_1_nc_intergenic  	-2.000 	nan    	nan    	
NC_000913.3_-_1863751-1863816_1_nc_intergenic  	2.950  	nan    	nan    	
NC_000913.3_+_1865620-1865742_0_nc_intergenic  	1.550  	nan    	nan    	
NC_000913.3_-_1865611-1865754_1_nc_intergenic  	-3.040 	nan    	nan    	
NC_000913.3_+_1866502-1866564_0_nc_intergenic  	1.550  	nan    	nan    	
NC_000913.3_-_1866475-1866573_1_nc_intergenic  	3.340  	nan    	nan    	
NC_000913.3_+_1866565-1866693_0_nc_intergenic  	1.950  	nan    	nan    	
NC_000913.3_-_1866604-1866732_1_nc_intergenic  	4.790  	nan    	nan    	
NC_000913.3_+_1866700-1866786_0_nc_intergenic  	-1.040 	nan    	nan    	
NC_000913.3_-_1866739-1866831_1_nc_intergenic  	0.330  	nan    	nan    	
NC_000913.3_+_1866814-1866876_0_nc_intergenic  	-4.200 	nan    	nan    	
NC_000913.3_+_1866877-1866942_0_nc_intergenic  	-2.570 	nan    	nan    	
NC_000913.3_+_1868833-1868901_0_nc_intergenic  	3.270  	nan    	nan    	
NC_000913.3_-_1870315-1870389_1_nc_intergenic  	6.880  	nan    	nan    	
NC_000913.3_+_1870360-1870425_0_nc_intergenic  	4.810  	nan    	nan    	
NC_000913.3_+_1871803-1871928_0_nc_intergenic  	2.290  	nan    	nan    	
NC_000913.3_+_1871968-1872057_0_nc_intergenic  	-2.000 	nan    	nan    	
NC_000913.3_-_1871857-1872150_1_nc_intergenic  	-0.650 	nan    	nan    	
NC_000913.3_+_1873507-1873572_0_nc_intergenic  	0.950  	nan    	nan    	
NC_000913.3_-_1874026-1874151_1_nc_intergenic  	-0.610 	nan    	nan    	
NC_000913.3_-_1874209-1874361_1_nc_intergenic  	1.260  	nan    	nan    	
NC_000913.3_-_1875607-1875681_1_nc_intergenic  	-0.460 	nan    	nan    	
NC_000913.3_-_1877560-1877622_1_nc_intergenic  	-4.200 	nan    	nan    	
NC_000913.3_+_1877482-1877676_0_nc_intergenic  	3.620  	nan    	nan    	
NC_000913.3_-_1877635-1877727_1_nc_intergenic  	-0.270 	nan    	nan    	
NC_000913.3_-_1879267-1879392_1_nc_intergenic  	-4.390 	nan    	nan    	
NC_000913.3_+_1879312-1879557_0_nc_intergenic  	-1.150 	nan    	nan    	
NC_000913.3_-_1879561-1879632_1_nc_intergenic  	-7.480 	nan    	nan    	
NC_000913.3_+_1880029-1880115_0_nc_intergenic  	1.820  	nan    	nan    	
NC_000913.3_-_1880050-1880190_1_nc_intergenic  	3.890  	nan    	nan    	
NC_000913.3_+_1880734-1880832_0_nc_intergenic  	-0.250 	nan    	nan    	
NC_000913.3_-_1880785-1880850_1_nc_intergenic  	5.670  	nan    	nan    	
NC_000913.3_+_1882939-1883064_0_nc_intergenic  	1.780  	nan    	nan    	
NC_000913.3_+_1883065-1883133_0_nc_intergenic  	5.680  	nan    	nan    	
NC_000913.3_+_1885783-1885878_0_nc_intergenic  	0.680  	nan    	nan    	
NC_000913.3_-_1885786-1885893_1_nc_intergenic  	0.570  	nan    	nan    	
NC_000913.3_-_1886725-1886907_1_nc_intergenic  	-0.900 	nan    	nan    	
NC_000913.3_+_1886764-1886991_0_nc_intergenic  	-0.690 	nan    	nan    	
NC_000913.3_-_1887988-1888053_1_nc_intergenic  	-7.290 	nan    	nan    	
NC_000913.3_+_1887976-1888131_0_nc_intergenic  	2.940  	nan    	nan    	
NC_000913.3_+_1889842-1889940_0_nc_intergenic  	0.220  	nan    	nan    	
NC_000913.3_-_1889842-1889958_1_nc_intergenic  	3.710  	nan    	nan    	
NC_000913.3_-_1890478-1890564_1_nc_intergenic  	3.210  	nan    	nan    	
NC_000913.3_+_1891255-1891320_0_nc_intergenic  	-0.810 	nan    	nan    	
NC_000913.3_+_1893712-1893774_0_nc_intergenic  	-2.300 	nan    	nan    	
NC_000913.3_+_1893817-1893903_0_nc_intergenic  	5.140  	nan    	nan    	
NC_000913.3_-_1893745-1893903_1_nc_intergenic  	2.270  	nan    	nan    	
NC_000913.3_-_1893979-1894068_1_nc_intergenic  	5.410  	nan    	nan    	
NC_000913.3_+_1894000-1894083_0_nc_intergenic  	0.740  	nan    	nan    	
NC_000913.3_-_1894762-1894845_1_nc_intergenic  	-7.890 	nan    	nan    	
NC_000913.3_+_1894762-1894860_0_nc_intergenic  	-0.880 	nan    	nan    	
NC_000913.3_-_1896115-1896213_1_nc_intergenic  	4.030  	nan    	nan    	
NC_000913.3_+_1896718-1896804_0_nc_intergenic  	-3.110 	nan    	nan    	
NC_000913.3_+_1896841-1896939_0_nc_intergenic  	3.340  	nan    	nan    	
NC_000913.3_-_1898293-1898388_1_nc_intergenic  	-3.740 	nan    	nan    	
NC_000913.3_+_1898293-1898475_0_nc_intergenic  	1.630  	nan    	nan    	
NC_000913.3_+_1901800-1901970_0_nc_intergenic  	2.480  	nan    	nan    	
NC_000913.3_-_1901896-1901994_1_nc_intergenic  	3.340  	nan    	nan    	
NC_000913.3_-_1901995-1902057_1_nc_intergenic  	4.500  	nan    	nan    	
NC_000913.3_-_1904719-1904859_1_nc_intergenic  	-4.520 	nan    	nan    	
NC_000913.3_+_1904674-1904889_0_nc_intergenic  	-0.700 	nan    	nan    	
NC_000913.3_-_1905253-1905318_1_nc_intergenic  	7.570  	nan    	nan    	
NC_000913.3_-_1905352-1905438_1_nc_intergenic  	7.210  	nan    	nan    	
NC_000913.3_+_1905400-1905477_0_nc_intergenic  	2.400  	nan    	nan    	
NC_000913.3_-_1905463-1905555_1_nc_intergenic  	-0.900 	nan    	nan    	
NC_000913.3_+_1905478-1905597_0_nc_intergenic  	3.510  	nan    	nan    	
NC_000913.3_-_1905610-1905747_1_nc_intergenic  	-1.330 	nan    	nan    	
NC_000913.3_-_1907017-1907103_1_nc_intergenic  	3.860  	nan    	nan    	
NC_000913.3_-_1907104-1907178_1_nc_intergenic  	6.170  	nan    	nan    	
NC_000913.3_-_1907179-1907241_1_nc_intergenic  	2.600  	nan    	nan    	
NC_000913.3_+_1907194-1907274_0_nc_intergenic  	2.000  	nan    	nan    	
NC_000913.3_-_1907422-1907496_1_nc_intergenic  	-0.380 	nan    	nan    	
NC_000913.3_+_1907521-1907664_0_nc_intergenic  	1.600  	nan    	nan    	
