Seq_ID                    	HCA    	Disord 	Aggreg 	HCA_seq
cds-NP_418606.1           	-2.570 	0.165  	0.127  	..............................100010001101011....1111001.............110010011.......110001......11001........100010011100100011.11001110011........................................................................	
cds-NP_418607.1           	0.340  	0.026  	0.072  	110001.10001001.....101011000111.....101010010001......1001110110001....1100101..1110110001......1100101011....101101.......110001101111...............1001000110010011....111111.........1111001.........111100101010011001000110001011.10111..................110011.......111011.....110011...............................................111001.....1000101100111....10101.....................	
cds-NP_418608.6           	1.430  	0.037  	0.052  	..........................11001......1000110010001.....101001001..............100101...101110011000100101...............1110001.......10101....111011..........11000100011.......1110101.......................101100011101...............101111...........1010010001.......101010001011101....10111010010010101....11000101011................1100110010101.....111010001.........110011.....11110001.110001011001011.......11001.10011.....1111011011.....110110001101.....1100010010001......100010001111010001101....1000110111.....1010001000111........	
cds-NP_418609.4           	0.670  	0.066  	0.121  	10011....101101...............1100100100101001......1001101........11011011.......10100111.	
cds-NP_418610.4           	0.330  	0.266  	0.349  	........11101001111111001001........................10010010011.....................11111110001100011000111..	
cds-NP_418611.1           	1.880  	0.020  	0.133  	.............11001..........11111001....1110110101....10111.................1001101110010010010001....111000101....100100101......101000110001100100011.............10011...................111100100011.....1010001.......110101...10001....100010110001	
cds-NP_418612.1           	-0.430 	0.100  	0.147  	........11101100101101001100101.................................................................11101....11100011...10110011.100111......11110001................11000111..........1100011001....110110011111..................10111........11001....101101	
cds-NP_418613.2           	1.030  	0.037  	0.088  	1001001....111001..100110001.........1011110100111.......1110111.................1001001001.............1010010011........10101000110010001.......1101110101............110100101001001..........................10111..............10011........10101001......10001....11010001000111.100011001......1011101....10101..11101000101......10101...1001101.....10011	
cds-NP_418614.4           	6.260  	0.013  	0.488  	1011101101110011....11101101101111000101110001001101111.....110001..1100100110100010001001100100100010110101110101011111100100100111000111....110101111010110011100111011101000111.....100010101.....100110101..........100101..1101100011000111011100111010100100100010101111000101010111100010111001000100100011...110101001101....11101110010011010111010001111............10110001001000101111101101101110101001001101001011...11001101010110111110101111....................	
cds-NP_418615.1           	2.510  	0.129  	0.099  	101011011.......11101010011....10001001010010001...........1000101....111010011........110110001.....	
cds-NP_418616.1           	1.090  	0.084  	0.273  	1010001..............100010101011100011...110011001001.........................101101.............1011101001.......1011011011.....1001001.....11011.......	
cds-NP_418617.1           	2.530  	0.056  	0.083  	....110101....10001....1100010110100111100010010010011................1100111.....1101111001......101000100010101001101..........100111.................1001001001010101000101001.11001.10111.................100010011.	
cds-NP_418618.1           	2.760  	0.025  	0.049  	110001.10110001....111001010001010110101......100101.....10110011000101........................1011000101000101011010010111..........10001000101.....1010101101.110010001010011...11011..100100100010101000100110101......11001.100011010011001........111011................110001.........	
cds-NP_418619.1           	1.440  	0.061  	0.110  	100100011000101..10110101001001.............101001....111101000110001.........1011001..10011..........................111001.10001....1000101....111001............................10001110010010110001...10010011100011............	
cds-NP_418620.1           	-0.850 	0.154  	0.385  	11001101101111....100101.......1001001011110001....................1101111.................	
cds-NP_418621.5           	-1.090 	0.298  	0.084  	1001011111..........110010001......1001001................111101.....110010001010001100111.........................................	
cds-NP_418622.1           	0.640  	0.106  	0.000  	100011100011..............10111..............................1000101000101001101......100111............	
cds-NP_418623.1           	0.130  	0.093  	0.000  	10011............1001010010010011.................100010001....11011.......	
cds-NP_418624.1           	1.380  	0.000  	0.148  	1011110010010010001010001000111......................100010011.........100100101.........11001....10001..........................101010001100111011..	
cds-NP_418625.1           	1.730  	0.019  	0.072  	............11001......10101001....................10100101001001001000100100101.....................10001....100010111001001.....10100111.............1011101......110001..10111001001001000101110011001001...10101001.....1100101001.....10100111.....................	
cds-gnl|b4205|CDS5067     	0.470  	nan    	0.263  	....1001101010111...111011........................10110011...............1010101001001111....1011101011..........110001101111........	
cds-NP_418627.4           	-3.150 	0.429  	0.104  	..........10011...................11100111110111..............................100011.......................................1000100101.....10011.........1101001........................1100101......................	
cds-NP_418628.4           	0.590  	0.039  	0.029  	..............10101010001....10011...110010001........10110001001......................................101011.............1010100011000110001.........10011..11001011.100010101.................10011101011011	
cds-NP_418629.1           	3.620  	0.017  	0.472  	11001011..........10001....1011010001000111............1111111101111111001001110010100100100011..100110010111111100100110100100111..1001100101111110101001011001011101101101101111011110101.....100010011.........100110010101101101011......................10111111101111101..10011.....1101111101.....1101111................11101......................10101111100111111...110010110010011111110111101111................1001111111011111111101............1111010101111..........	
cds-NP_418630.1           	0.960  	0.136  	0.023  	.......10010101.....11001010111..............1010110001001....10001....100110011101...............................10011011000100011........110001....................11011.............100100110010011001100101000111.......	
cds-NP_418631.2           	4.600  	0.022  	0.486  	11001110110011101111..........1100100110101101.101100101001....11001110110011111110001......100111001.....1100111......101001...11110101011010010001..1010010001110110111101101...........................1011011101111...............11110111010111011001110100011.......11110010011101110001..110100101111011101.......10001...	
cds-NP_418632.1           	-1.430 	0.024  	0.126  	..........1001110011001....11011..........................10001001001111.......................1011010011........................1110110001100011......1000111.........................................1010010001.......101001....1000100101...10011..................10011......10001001101..	
cds-NP_418633.4           	4.260  	0.087  	0.071  	1001010001....110001....11001000101111101......10010001001000110001001....1100101......10101..10001000100100110101............	
cds-NP_418634.1           	-0.850 	0.000  	0.105  	11010001100110001....101011....10001101011.......................1000111..........10011............110010010101001....101010110001......1100011............................101011011...........100010100100010011.........11111.................1111001..100111..................................1100010110101..................................11001.....................11011011...............110011..............................................................1001101.................110100100101011001010101.....10001011......100101.................10010001..................110011............................10101...........................1010110101..	
cds-NP_418635.1           	-1.570 	0.045  	0.098  	11001101.......11011..........................111001001..............1010001001111...............10101011.....110111..110111.......1000101000101..................10011001.......1000101111.....................................................101011	
cds-YP_026285.1           	2.730  	0.042  	0.151  	.........1100101110001.......110010001....110010011010011010001..............1001001110101......10101....101001.101001001101............1101011..........10011000100101010110011001....10101....10010011110011000101110010101011..................101110111000100101000100110001..........110010001001..................	
cds-NP_418637.1           	-1.360 	0.033  	0.076  	10100110101111................................101001....11001011001............11001..........................1110001........100111....10100101............................100110110011.	
cds-NP_418638.2           	6.910  	0.103  	0.000  	1011001..1010011011100011100100101.........100010101100100011010001.	
cds-NP_418639.1           	2.900  	0.022  	0.246  	1100111111110100110100101.....101011...................11101101010010110011........100110011000100010111010110011111001............101011..10111111..111110010011101101............11011....10011......11001101..............111101......10001.......111100010011011....110011....101000101000111...1010001001......10111001011101101001100110011000100011..............1001101101001.....100100111111001......10100101011010010100111001......................	
cds-NP_418640.1           	-0.930 	0.118  	0.108  	........................1001001...........101011010111010011101.........10001.....10011.........10111...110100110111..................100011.............100100011.......10001.....................1011010010111....	
cds-NP_418641.1           	1.070  	0.010  	0.047  	101100111101111....100010101001000100010001001..........1000100010001001011...10101.........111001........................11011.....10011....1001000100101000110001....1010101000110101.....10100101....1000110011............10010001....1100111..............10011.......10001010001...10001...110010001............1010101......10011110001..............11000110100010001010101001....................................10101....1000101011....1110011...................................100101001..............1100010101010001100111...................10101......1010101.........1011101....	
cds-NP_418642.1           	1.720  	0.042  	0.064  	10110010101111111110010111.....10111.........10100100010010100101...........10101010111000111001010010101...........................101001010010101....101101000101...........10011101.........................100010011.......100101.10101001............1010011101001.....100101..............10001.10101000101.......1010100010001010101...10101............10101...................10101000100101010001....................10100101001.....1001101000101000101001............10011.....1100010101..1010001....1010001....110111..10101......1000101001010001....10001.........11010001....11001....10100101001010001.....100010101001....10101101..........10101....10001010001......10001...........10100010101...................................110100101011........................................1010001......101001010001......1010101.....1000101........100010100101011............110001010001....11001010010100011........1010100100010001..............10010010001......10101..110101...........1101000101.100111001....10100011110001...........1000111010001010010100010001011.....101000101....1001000111..............1101001.........1100101001...................10111..............1001110101.....1100100010100101..........11100111..10101010110010010101011..111001001000101110101	
cds-NP_418643.1           	1.020  	0.097  	0.106  	101111001..............110010100101101001.........10001101....1001001......100011...100011111...1001011..........	
cds-YP_009518829.1        	-2.570 	0.157  	0.000  	101101.......10101100011................................10101001001......................	
cds-NP_418645.2           	0.070  	0.181  	0.000  	10101001..........11100101.....10001.........1000101001100101......................	
cds-NP_418646.1           	2.080  	0.052  	0.181  	...........111101...............1110100100101011........100100101........1001111001011010001000101....1100011010011.	
cds-NP_418647.1           	1.480  	0.074  	0.085  	101101.........1111101......10101......1110011000111.101011000101....10111................101101.................10001001001001..1100010011001001....1101001.........11001......	
cds-NP_418648.1           	0.150  	0.025  	0.119  	11001111001000100101...10101001......................10101..........10010011000100111..110001.............1111000101....111001....110001100111001....1011010001000101.....10001.......................110011........11111.....111001001..........110001001..110011..................1001001...................................	
cds-YP_026286.1           	0.640  	0.016  	0.144  	..............10011..10010010101....11011.........110010011........................1010011001011..101000111.....................11001010101...100101010011011001010001111...........10111011001....10111100110011010001011....1101000101..101101110001.................1001001........10101....11010011.........11101........................1101011..............100011101.................10001100101...................11100111......................11011001100010111100010011010001111..........100101..11001..	
cds-NP_418651.3           	3.160  	0.041  	0.499  	........................11011111110011...110111..................101101010111....10101001101.......10100101.11110010001100110011101101..110011111....10011...........................11101101111111.....101110010101.......10001111101110011001001110001.........1110100110111....110001011101100111001000111001...1001100111111111....11011001......	
cds-NP_418652.2           	5.600  	0.021  	0.550  	110001.1110101111011111001.......111011....110110101011110001010100110100111001100101.......1111101010011011100101..111010011110010111..........110010010101.....100101111011110111.....10001101..................101111000100100111011....10100101010010011100011000100110011010100110011010001001100101011111110100010111.......100101...	
cds-NP_418653.1           	1.170  	0.033  	0.184  	100100111............1001100101000110001....11011.......100010001011....10001....11001.......1111001....11111........10101010011011001...................10001111....111100010100101...1011111000101....................10011011..........1000110011001000110001111..........1011101....................11011................110010011001...	
cds-NP_418654.1           	1.230  	0.013  	0.090  	101011011001100101100010001..........10011....1011001..........11110001.....1100110001.......110011100011101...........10011100101...111001...1010001............101011.....11011...11100101....1100100100010011011............101000101011.......................10111....100101011....10001101................10011..............1011001......110010010001.....11011......1010110001...................10100100011....1000100100111................100100011001........	
cds-NP_418655.1           	-0.100 	0.268  	0.082  	.......11001..........................10010001101.........10001000101000101......10110011.......10001001.......111100100100011......10011011.......10011..................11011001.....	
cds-NP_418656.1           	1.390  	0.011  	0.084  	10101011001.....110001000101.................101000100100101.....101011.................10001000101001............................................................1000101011.....110011.....100111......1000101010001001....110001...................1110001000110011001..........11100100011...........11001................110001100111001...............100101....1010011001000111001100010010001.................100101000100110011010001.....10100111........	
cds-NP_418658.1           	1.730  	0.000  	0.123  	1010011...........101110011001................1000100011001.........................110110010001....111100101001....1011011011100011001.............11001.	
cds-NP_418659.1           	0.960  	0.042  	0.072  	...................100011............1100100110001.....101001000100011...10010001101.............100010011........................1100110001..................10100101.....1101111010011000101................10001100100011....10010011..110001.......................100110010010101001........11010101000100011000110001001...........111010001........1010010101........11010011010001...1010011011..............10110101.............11011000111....110010010010001..111100010101.....10011......1010110100010011...............10110010001001.....101011......11001101...............11000101010001..100101...........1111001..1000100100110101001........100110101000101.................10100011011...............10001001......	
cds-NP_418660.1           	1.610  	0.020  	0.140  	......11000111011..............100110010110010100111........1000101001001...10010010011.......101110111........110001.....1001111...........10001.............111011.............100010011011....100101011011..........................1100100011....1101001....1001001001....10101010010101............11010011001000100101001111......11001............110111001..................1001001001001011001.........11011...........................11010001001010001.....11101001101.....11010010011....111110001....11110010001.......100010111001.......10101..1001111..	
cds-NP_418661.1           	4.530  	0.011  	0.300  	11001....10011011.....100100110010111...............110011.....10111000100110011....................1010001100101111.....11000111010011001.......10011..1001101111100011111.10111001001....11011101011...11001110001..1101011010010100011..110010101100010011..1111111.110111011100011..100110001010100110001..1000110111..111001....10101011001.......1101001.....110111...............1001101....1101010101.111011000100111010011000101001.........110110101010111.11100111000101001011	
cds-NP_418662.1           	1.050  	0.083  	0.092  	1000101001001001....10011.............10011....................1101110010010001010011..110001..1110001...110001011....100111101001000110010001111......100111.....101110011......101101..............11011.............10100010010011..........................100101001....11011...................1011001................	
cds-YP_003933616.1        	-5.470 	1.000  	0.000  	.................	
cds-NP_418663.1           	1.650  	0.040  	0.213  	1100110011001................10011...10001101011....11001...............................111011111...1011101100101....11000110111010011011...........10011.....11011............10011.....................................................10100111100011...............110010001.........1000100101111011111..11111001....110001101010101......1110001...........1110010010010010111...........................110001100010001001100011..........10001001001........10111........11100010011011001........1001110010010001....10110100011..............1110011011..................101011.....110001100101....1110001001.............11001.......11011.....110110001..........10101000101......1111000111100011.....1001101101.....10011011100011.......10111001110100101....................10011111..10011011011111111.........110001111011000111011......11001001.111101111110101....1001101001......11101100110100110011000101.	
cds-NP_418664.2           	0.980  	0.094  	0.070  	10001...........110010100111.........................10010011....101001100011100100100100010011...........1101001...1010100101..	
cds-NP_418665.1           	1.060  	0.046  	0.000  	......101001....11001...10101101101......1010101.........110100011....1001011.....1001001011..........1001111...........1000101......101010110001000111..	
cds-NP_418666.1           	1.330  	0.016  	0.138  	....110001101001....10111.............110001100111.......10100010010001101..............10001011001100111.........100010001................1101101......1001010110010100010010001001.................111011....101010001001100101111001.........1001000111....................10010001.....................110111000111	
cds-NP_418667.1           	-3.020 	0.136  	0.000  	1101100111..................................	
cds-NP_418669.1           	1.180  	0.084  	0.176  	....................10001....11110001...........1000101010010001....101001101001.......100110100011.......1001010110010101011001...	
cds-NP_418670.1           	0.270  	0.080  	0.160  	.................1000110011.....10101............................11011.....1011110001011000101....100110101...10001...........1111001......1001001......100100010001....101011...............10011001101........10011011......1100010010001..	
cds-NP_418672.4           	-1.040 	0.112  	0.056  	.................................100101001001101....11001.....1100110011......10011.....100111011............1001111001.........101011......11011.........1100110011001.........10011.........10011..	
cds-NP_418673.4           	-0.830 	0.080  	0.107  	111001001.......100010010001...............111110001..........100011010111............................................11111................1000110111.	
cds-NP_418674.2           	1.180  	0.124  	0.075  	1001001010001010001.....110010101001001...............1101100110101101..........11001..............10111............1110101001001.................................101100011011.......10011.....1001001001001001101001001..............................................101010100010011...10001101..........1100010111....11001001101..............1001010100111001.........110011001....1100101101110001011.....1000101100101......100011101..........100111001111100101.......1100110010011001.101110011100111....110111..11001....1110010101..................1100010001010101100110001011................1010100101.......	
cds-NP_418675.1           	2.140  	0.015  	0.069  	100110001101101....10011010001.................10111........10101001...........................1100110010100100011001001001.110010001....110011010001....10010111.......100011....100101011..........11001001.......10100010001....1110011101......10001011001010001101.....1011011.........1000100010100010100011..............100100111001..	
cds-NP_418676.1           	0.590  	0.348  	0.000  	...............1110011........11010001............1001010101............1111101100101000110001001101000101010010011.......................	
cds-YP_026287.1           	3.050  	0.060  	0.060  	.........1100101.....10011001000101............10011011......11110100011..............1101001111.......1000101101.....10100111....1100010110010100101010100010101011001	
cds-YP_026288.1           	5.780  	0.000  	0.427  	1001100101.............11111110111011010111.1011010011100101....10101....11101111111110111010001.11011101111111111.........11001001010101010011110111.111010100111100011.......11101111011011010110001101110111....101001010100011101011011011.1101001111001100100011....1001001101000111001111101010001101010001100101....1010101010011101101111001000101.110111101.....111001001............1100100011......	
cds-NP_418679.1           	0.850  	0.056  	0.103  	10001........11001................11111....1000101000100011001101001...............10001110001...............11001101.......10001001000101....1010001000100111011000111...........1000100101........110101.......................................10011001111.110001........................100101.......11011010001...............110001...1001001.....11001001011001...................1100011100011...................100111011001001110001110001........................1000111.....110011000110100101..............111001011111100111101011..........1001110011..................101100101...............10001...................10101001......1010100100100110011.....................1010100011100100010010001001010100011101010011011101...................11011001101......1100011001011101...........................110001101001000101.....10111001.............11001001001011.......1010011........10011.....1001000100100010010001....................................11001	
cds-NP_418680.1           	0.330  	0.061  	0.109  	..............10010010011101..........11101......10100011......................10101..........11101000100100010011011.10001001....10010100101......	
cds-NP_418681.1           	1.570  	0.026  	0.133  	10101...........1111011.......10001001000110011............111001..11000111101..........100110001001.....100111100101.....11010001......1101001..........10011101............10001010001............1100011......10001000110011....100101001101........1101101..........1111000101............100101011....1101101100101.1011011001001..........11001...............1111011011001....11010010001110100010011.....100011..............1000100010001001001.......100011100100010100101.................101100111.........	
cds-NP_418682.1           	2.700  	0.000  	0.309  	1111011100010001011111111111001101100010001...1110110101..100111.101110111010011....10110010100011100011101100110010111......................................1111001....100111001........................................11001010010010011..............1010011..........1010101110111101111...........11011..11111111110001............11110101111010111011001.10010001......	
cds-NP_418683.4           	3.090  	0.000  	0.314  	...101100110001100111011111010011011001.......10010001101101...10111.10011001101011.............100101010110001.111101010011......10001....1100011.............1111001.....100101101.....100101...........1101001................100010001....101101....1010010011011.........1010110011..101011111010111.......1010110010101111110011..1011101..110011....1111011111...	
cds-NP_418684.1           	0.690  	0.098  	0.094  	.....................................101001000100101.1110010001001.....10001100100101001......1111011......10001001..11100110100100011011101.....1111010010010011......10001001....10010001101............11010011........11011..........11000111110011001..........11111............1110010011011....101111..........1100100010001001...................................11011.......11000111......................110010001.....10110001................1010001100100111............11001.......10001100110011.....	
cds-NP_418685.1           	2.950  	0.033  	0.096  	.....101001001001001010011.............10011001011.............1010111..1000110011001001.....1001100101........110110101001110001001001011......1101101....1010101......1011101100010001111...........1001100111001.........100101010110001.....100111....101001111..........1010010010100011..10011...101001000111001.........10101011.....	
cds-NP_418686.1           	4.310  	0.000  	0.528  	..111100010111111101010011011110011010001....110010001000100101110100110011........100011001....10101110011101011101011111.111011......111101.110010100111........100110001000111011101........110011001.....................1100110011.11110100110101.....10111011....10111011101101.......1001101100010010111111.....100111000100110011.......111110100110101....................................110001....11110011010100010010110011011011011010011.	
cds-NP_418687.1           	1.950  	0.000  	0.177  	1001101.............101110001001000111001......101001...................100010010001..10111..................1001101....1111000100011......11011010001..............101100011101....101001...11000100011....100111.............11000111......11000111100011101	
cds-NP_418688.1           	1.960  	0.017  	0.073  	......................................110001011....100111...111000110011....................10010111......1001011000111..10001001011......................10101.............111001..101111001001....111001....1010001000111...............11010101......1001101.....11101010001001.110110001010001010001000101100011....110001.1001000101.........10111	
cds-NP_418689.1           	0.950  	0.027  	0.123  	.....111101......110001001100011..........10010001.........11001..............111100100010011......10111100010011001.........10110001001.........110101000100100010001101..................	
cds-NP_418690.4           	1.890  	0.035  	0.083  	1011001........101101.........101010110110001011000101001.......11001101........10100010101....10010011....................1000100010111.............111001011..111001.....101101001001010110010101001..........................100100010111001010101..110010100010010011.........................101001101..............10010001001......101110001	
cds-gnl|b4271|CDS5151     	0.780  	nan    	0.056  	10111......11010101.....1101011.................110001..................10010101..............1100100011001................1001010001010001......1101010001101.....10001001.......101001..11001001....10010101011111....101001001010001101...............................10110010011.....................10001011010001011000100101001100011....10001001....100011..........111011001101........101001......	
cds-NP_418692.2           	-0.660 	0.149  	0.099  	11011.............10110001...101011..........11110001...................100010010010011....100011000101..................	
cds-NP_418693.1           	-0.250 	0.033  	0.033  	......11000101011001101....10111...................111010011001..1010011011................11011................................1100010111.....1010101011....10101.........10011100100010001......................1001101..............10001100100011011...........10001001001...............................	
cds-NP_418697.1           	-2.540 	0.193  	0.000  	...........10001...................110011.........111011.......................110011001.......10011.1001011.	
cds-NP_418698.1           	1.000  	0.034  	0.097  	1010001011001001...10010011...110011..............1011111110101.....100110010111.......................10011...............11010110100111..........................10111010100011..............100011.......1011000110101100101................1001001.....................100010001101.....11011001000101....1001100010101010010001.............1100011011101011010110100010011...10100010111011101..........11001001001101..............................	
cds-NP_418699.4           	5.670  	0.012  	0.489  	100011001.......110011011100101111111101100010100100011001011...1000110010001....111101111010001001000111101101110101000101000101001..........11100101001100011..1001101000111011.1111111.........110001.....11011....1010111111111110001.10011........1001110011010010010001110110001010001110110011111.111101....11011110111001010011..111011...100100011101.........11001100110101011110101001111110101...110101..	
cds-NP_418700.2           	1.180  	0.108  	0.164  	1101011010110001001101.....10111.......100010110100100110001101111..........................101010011011001....101100011011001010001100011001101.............101001.......110010010110011001...10110001............11110101....100101000101.............10101................................10001000101........1110011....11100111.......11011........................1010011......	
cds-YP_001491548.1        	6.490  	0.000  	0.585  	110011100111101.11100010001111111111.....	
cds-gnl|b4281|CDS5162     	-0.070 	nan    	0.250  	..........1011110011......................11011100110101011...........11001.	
cds-gnl|b4282|CDS5163     	3.460  	nan    	0.305  	11000101.............110100011.....10011..1010111.........110010111101110111......	
cds-NP_418704.1           	0.170  	0.178  	0.076  	10001.......11011.....10010011......11011..............100101.....100010001010010001......10001.......11001...............1110001.1001110010101....10011................1100111.....100101001.........................................100100011.......10011.....1011101.....10100010001101...100010100010100010101000101111................110011....11001....10110001...............11000101..	
cds-gnl|b4286|CDS5171     	-2.160 	nan    	0.138  	........10101.......10101011.......1100010001........11101....11001..............11001001....................	
cds-NP_418707.1           	0.640  	0.059  	0.114  	.......10101....110010101....10011.........1101100111....................10001011.........101001101....11011001.......10101....100101001001........110111..............11010001011011001......11011001.....11001111..................110011010001..............	
cds-NP_418708.1           	4.570  	0.000  	0.478  	10101111101010010110101011...10011001......111110101..1110111000101001110011.................1001001111.........11010001001111011......10101001010011001001111.....100011110001100010110101.111111.10101100101101.......10101....1101110101..........10110111..11001..........10010001111100110011.......10110011...111111101.	
cds-NP_418709.1           	3.190  	0.000  	0.482  	.......111101.100111111101111001......................1100101...11011100010100011001..................101010001....1001010110010001011111..............1110010100111010010111.....10111110001....10011011.111001.11111000101101.......10101001011101111111001101...10110111..10011001.......1011100011110011000101........11011...111111....	
cds-NP_418710.4           	0.880  	0.023  	0.123  	110110111001111100010001...............111101010001001011................10001.............1001001..............11101001............10001....110011.....10001......10010001.......................1000110010101...........101001101...1111001....11001....11011...............10010011......................	
cds-NP_418711.1           	-0.180 	0.093  	0.061  	............1100101011.100101001000101....10001001.....101010001........100010100010011...........................10110011..............................10011001...............1010101001.........111001................101001001011............100110110001...10100010001........................1000111...............1001110001....10010011011.........................10011....10010101.......1010011000100011............111001...1001111......10101011.....................................11100010100101...101001001....................10111010001011......1001010010001............1010001....1000101111010001.........................101001...10010110010110001......10011.........10101....101010001.........................111100010101...10010101010011000111001..............111000101	
cds-NP_418712.1           	-0.730 	0.025  	0.101  	..................11011............10011.......1010010010001001..................110011111................10001....................................1011100101...................1001000101.....100101....10111...................................10001101....100110010010001101...1001010001.......110110001.1010010011101...	
cds-NP_418713.1           	3.400  	0.116  	0.029  	..........1010011.....11001100010001.........1101110001001.....11101000111011....100011011011..............10010110011001.......111001001010010001010100100110001001111010101	
cds-NP_418714.1           	-0.160 	0.088  	0.000  	10010101..........................10001010101..........11010100101.....1101010011001.......	
cds-NP_418715.2           	3.180  	0.043  	0.152  	...............110001111........1001101001011011.......11010101011001000101000101001111.............110001.....1110011....11010100010010001....1001011011001..............10101000100101........10101....11000101100100011110001....1101011....100100100101110011......11001000110101001001000111......100010011001100111......1110101..	
cds-NP_418716.1           	4.370  	0.000  	0.514  	..1111100101111101010100110111101010100010100110010001000100101110101110011........101011011....10101110011101011101011111.11101........11111.110011100011.......1100010001011111011101........1100110011..........................1010110011.111101101101..........111011111....1011101110110101........1100100010010011111.....10011100010011001100101..111010100110111.........................101101......111001....1111001101.....11010110011010011111100111	
cds-NP_418717.1           	-0.380 	0.056  	0.072  	1010011......................1000111......110101000101.........1111001001.......10101....1010101..............10111.............11001.......1110011001.....11010010001............100111................10010001...................................1100010101...........11001..........................10001010001.....11101.............10011010001..11011.........100110001..111010010110001101....10001011........100111.....................1000101..........................111000100111..................1111101......10001010001001010001011............11001.................110101010010001011......................................11011001....1001110100100010011...	
cds-NP_418718.4           	1.430  	0.030  	0.110  	10010011..10001..........1001001110001001111.....................10110001.11101............................11101....10011001000101.111101............100101....110100010010010011001001...10111010001100111...............101011001..........10001101.........11011010101101.100111.............10111........	
cds-NP_418719.1           	3.590  	0.046  	0.107  	1100010011....1100101101001101100101....110110111010111.....1101010010101001............1001010001110100100100111001...........11000101010010001101.....1011100101............111001....100101......10011101.11011001010101...........100110110010001010101...........	
cds-NP_418720.1           	2.340  	0.027  	0.065  	........100110111..........101101....100010111001....................111010001001....100100011.............11010011....10111001010001011..1001110011...1101000101011001010001101001010001....11010100011......................10010110011........10001....10111.....	
cds-NP_418721.1           	1.120  	0.000  	0.029  	............1010001001001010010101....110010101001001.......1010111.....11001001......................................10010110001001111..............110010010001..........................11100011....10001001001	
cds-NP_418722.1           	0.570  	0.077  	0.112  	11001011........1000101.............1110011000101......................100101001.............1111111........11010010011.................11011..	
cds-NP_418723.1           	2.850  	0.026  	0.153  	10110011.....1101101001.....100010101110001001101....100111000101.11001.......10011001100101.1010111..10010101.....1100110001000101100010001..........10011011...........................111001.........110010001..........11100100010100011.........110011....10011001001..	
cds-NP_418724.1           	5.090  	0.000  	0.419  	11011101000111.111111011101.11001000101010110101111101001...10111001010101101.......101000100111.11111010111001000101011011010100011011000111011001100010101001....100110100101..........111110011001............10001011...1110111011101.....100100111010011111..1101110011........110011....11101000101.....10101111.111110011...............111110011....1100110011111011110001..1100101000101......100101001101010011010110111010110011111.......	
cds-YP_588476.1           	2.270  	0.120  	0.065  	100111010001....1100010011...........111001.1010010111001...............11001....100010011..	
cds-NP_418725.4           	2.530  	0.040  	0.083  	1010100011011...........100111101......1100010011001.......1011110010010111001....1101001.....1010001101......110110100101...........10011101........1010101...........11000111000100010100110100010010101011110010001010011.11001...1010101........10010010100010101101.....10011....11011....10001.10001...................100101..........10010010011011001001....................	
cds-NP_418726.1           	1.130  	0.028  	0.109  	........................1001001101...............11101..........1010011..........1010001011............1010011000110001.....110001...........11001.....1000101...........11001001010110111.............11010011.......10001000101....11010001101011011..	
cds-NP_418727.1           	0.200  	0.077  	0.033  	1010010101........................110011........1011001....100111....10001...11011........10010100011000100101101001111................................1111001....101000101..........	
cds-YP_588477.1           	0.980  	0.212  	0.071  	.............................1001011....11100101011001....11001...........10010001...	
cds-gnl|b4657|CDS5199     	4.680  	nan    	nan    	100111001110001011110101........1010010001001....10110001.....1000111010101001...	
cds-gnl|b4308|CDS5200     	0.870  	nan    	0.127  	101101....................100111.....10001...11011011..10001001010100101.......1101001001............................110101......111100101101........1100111......10101............1001001.....110001............1101001....1100101.....101011....101001..........1100010010010100011001000111....1111001011.......1001000111....100010011001.....	
cds-NP_418729.1           	0.280  	0.104  	0.067  	10011...1111101......1010001............1001001.........1010011........1001001...........100100010100011...............................................110011..............110011100010110001......1001100100010010001001...........1110001...100110010001100111101..................1000110001.....10001............11000110011011...	
cds-NP_418730.4           	-0.910 	0.016  	0.120  	100010010111001.........................11101..................1001001...........110001111001......10011001001......11011....1010001011.....110001000110011001.........100100011......1110011101.............................................110101....101001........10001001..............................100010001011................10101.10001111.........100011101.........	
cds-NP_418731.2           	1.540  	0.000  	0.109  	.....1100111111..........1010001......1000101000100011001.................10010101010101000101...11001.........110101.....10101010101001....10001....1001001101010001010100011...................1110101......1101011................101010101	
cds-NP_418732.1           	0.790  	0.075  	0.165  	.................10011............111011111001....1101010010100011110010001.....1100010010011010001.....................11011........10101...110001010100101000110011....1000111.......11011............	
cds-NP_418733.1           	-0.370 	0.056  	0.066  	...........1001100111.......111111010001010011010100101....1010010001001................................................................1100010101........110011....1000101.......10011....110001.....	
cds-NP_418734.1           	-0.790 	0.038  	0.154  	1010010111100101................10100011000101....1000101001..............10101010010001.....10110001....................101011............................100011...............10101.	
cds-NP_418735.2           	1.200  	0.000  	0.168  	.....11110011.........10001....10100111000101......10101001................11101001001100010101001................1000101011...............10011.....1011001......10001.....110101.	
cds-NP_418736.3           	-0.850 	0.054  	0.187  	.............10111100111110111....................................1110011............................................111101001............1010110010111................................11101001.....1100011.................101001001001...10011.	
